id_paiement,id_utilisateur,mois,type_paiement,montant_paiement,statut_paiement,jours_retard
P005021,U0222,2025-07,Abonnement internet,33500,À temps,0
P005022,U0222,2025-07,Facture électricité,23500,À temps,0
P005023,U0222,2025-08,Facture électricité,61000,Impayé,37
P005024,U0222,2025-08,Abonnement internet,8000,Impayé,33
P005025,U0222,2025-08,Facture électricité,32000,Impayé,56
P005026,U0222,2025-09,Loyer,52000,Impayé,21
P005027,U0222,2025-10,Transport,59500,En retard,18
P005028,U0222,2025-10,Abonnement internet,62500,À temps,0
P005029,U0222,2025-11,Loyer,7000,En retard,13
P005030,U0222,2025-11,Loyer,26500,À temps,0
P005031,U0222,2025-12,Abonnement internet,24500,À temps,0
P005032,U0222,2026-01,Remboursement matériel,19500,À temps,0
P005033,U0222,2026-01,Facture électricité,53500,À temps,0
P005034,U0222,2026-01,Loyer,48000,Impayé,25
P005035,U0222,2026-02,Remboursement matériel,57500,Impayé,29
P005036,U0222,2026-03,Facture électricité,43000,À temps,0
P005037,U0222,2026-04,Remboursement matériel,52500,À temps,0
P005038,U0222,2026-04,Loyer,50500,En retard,5
P005039,U0222,2026-05,Remboursement matériel,60500,À temps,0
P005040,U0222,2026-05,Fournisseur,56000,À temps,0
P005041,U0222,2026-06,Remboursement matériel,41500,À temps,0
P005042,U0223,2025-07,Facture électricité,63000,À temps,0
P005043,U0223,2025-08,Loyer,29000,À temps,0
P005044,U0223,2025-09,Fournisseur,16000,À temps,0
P005045,U0223,2025-10,Facture électricité,27500,En retard,8
P005046,U0223,2025-10,Facture électricité,45000,À temps,0
P005047,U0223,2025-11,Remboursement matériel,54500,À temps,0
P005048,U0223,2025-11,Remboursement matériel,40500,À temps,0
P005049,U0223,2025-12,Remboursement matériel,25500,À temps,0
P005050,U0223,2026-01,Loyer,18000,À temps,0
P005051,U0223,2026-01,Fournisseur,29500,À temps,0
P005052,U0223,2026-01,Transport,19500,À temps,0
P005053,U0223,2026-02,Remboursement matériel,53500,À temps,0
P005054,U0223,2026-02,Fournisseur,64000,À temps,0
P005055,U0223,2026-03,Facture électricité,59500,À temps,0
P005056,U0223,2026-03,Facture électricité,12000,À temps,0
P005057,U0223,2026-04,Loyer,50000,À temps,0
P005058,U0223,2026-04,Loyer,32000,À temps,0
P005059,U0223,2026-04,Facture électricité,27500,À temps,0
P005060,U0223,2026-05,Abonnement internet,22500,À temps,0
P005061,U0223,2026-06,Facture électricité,13500,À temps,0
P005062,U0223,2026-06,Loyer,20000,À temps,0
P005063,U0223,2026-06,Facture électricité,6500,À temps,0
P005064,U0224,2025-07,Loyer,40500,À temps,0
P005065,U0224,2025-07,Loyer,33500,À temps,0
P005066,U0224,2025-08,Remboursement matériel,54500,À temps,0
P005067,U0224,2025-09,Abonnement internet,33000,À temps,0
P005068,U0224,2025-09,Transport,53500,À temps,0
P005069,U0224,2025-09,Abonnement internet,17000,À temps,0
P005070,U0224,2025-10,Loyer,18000,À temps,0
P005071,U0224,2025-11,Transport,29000,Impayé,60
P005072,U0224,2025-11,Abonnement internet,7500,En retard,7
P005073,U0224,2025-11,Transport,7500,À temps,0
P005074,U0224,2025-12,Fournisseur,58000,En retard,18
P005075,U0224,2025-12,Abonnement internet,35000,En retard,5
P005076,U0224,2026-01,Fournisseur,26000,À temps,0
P005077,U0224,2026-02,Transport,43500,Impayé,38
P005078,U0224,2026-02,Transport,28000,En retard,6
P005079,U0224,2026-02,Abonnement internet,41000,À temps,0
P005080,U0224,2026-03,Facture électricité,38000,À temps,0
P005081,U0224,2026-04,Abonnement internet,54500,À temps,0
P005082,U0224,2026-04,Remboursement matériel,29000,À temps,0
P005083,U0224,2026-04,Facture électricité,25000,À temps,0
P005084,U0224,2026-05,Facture électricité,8000,À temps,0
P005085,U0224,2026-06,Loyer,49500,Impayé,42
P005086,U0224,2026-06,Fournisseur,64000,À temps,0
P005087,U0225,2025-07,Abonnement internet,10000,À temps,0
P005088,U0225,2025-08,Fournisseur,6000,À temps,0
P005089,U0225,2025-09,Remboursement matériel,18000,À temps,0
P005090,U0225,2025-09,Remboursement matériel,31500,En retard,15
P005091,U0225,2025-10,Facture électricité,22500,À temps,0
P005092,U0225,2025-11,Remboursement matériel,5000,À temps,0
P005093,U0225,2025-11,Loyer,5000,À temps,0
P005094,U0225,2025-12,Facture électricité,26500,À temps,0
P005095,U0225,2026-01,Loyer,51000,À temps,0
P005096,U0225,2026-01,Fournisseur,13000,À temps,0
P005097,U0225,2026-02,Facture électricité,47000,À temps,0
P005098,U0225,2026-02,Fournisseur,55000,En retard,11
P005099,U0225,2026-03,Loyer,42500,À temps,0
P005100,U0225,2026-04,Loyer,60000,À temps,0
P005101,U0225,2026-05,Remboursement matériel,52000,À temps,0
P005102,U0225,2026-06,Remboursement matériel,7500,En retard,2
P005103,U0226,2025-07,Facture électricité,64500,En retard,13
P005104,U0226,2025-07,Abonnement internet,31000,Impayé,34
P005105,U0226,2025-07,Loyer,45000,Impayé,57
P005106,U0226,2025-08,Remboursement matériel,58500,À temps,0
P005107,U0226,2025-08,Loyer,40000,En retard,2
P005108,U0226,2025-09,Loyer,34000,En retard,13
P005109,U0226,2025-09,Fournisseur,23000,En retard,4
P005110,U0226,2025-09,Abonnement internet,11500,À temps,0
P005111,U0226,2025-10,Abonnement internet,14000,Impayé,42
P005112,U0226,2025-10,Fournisseur,64500,En retard,18
P005113,U0226,2025-11,Transport,33000,En retard,13
P005114,U0226,2025-12,Abonnement internet,36500,À temps,0
P005115,U0226,2025-12,Fournisseur,51000,À temps,0
P005116,U0226,2026-01,Transport,62500,Impayé,41
P005117,U0226,2026-01,Remboursement matériel,28500,À temps,0
P005118,U0226,2026-02,Facture électricité,25000,À temps,0
P005119,U0226,2026-03,Remboursement matériel,23000,À temps,0
P005120,U0226,2026-03,Remboursement matériel,23000,Impayé,32
P005121,U0226,2026-04,Abonnement internet,11500,À temps,0
P005122,U0226,2026-04,Fournisseur,45000,À temps,0
P005123,U0226,2026-05,Loyer,21500,En retard,18
P005124,U0226,2026-05,Transport,19000,Impayé,37
P005125,U0226,2026-06,Transport,13000,Impayé,41
P005126,U0226,2026-06,Fournisseur,43500,Impayé,55
P005127,U0227,2025-07,Transport,42000,À temps,0
P005128,U0227,2025-07,Transport,58000,En retard,4
P005129,U0227,2025-08,Transport,28500,À temps,0
P005130,U0227,2025-09,Transport,18000,À temps,0
P005131,U0227,2025-09,Remboursement matériel,60000,En retard,12
P005132,U0227,2025-10,Remboursement matériel,8500,À temps,0
P005133,U0227,2025-11,Fournisseur,11000,En retard,17
P005134,U0227,2025-11,Remboursement matériel,61000,À temps,0
P005135,U0227,2025-12,Remboursement matériel,26500,À temps,0
P005136,U0227,2025-12,Fournisseur,56500,À temps,0
P005137,U0227,2026-01,Abonnement internet,65000,À temps,0
P005138,U0227,2026-01,Abonnement internet,50000,À temps,0
P005139,U0227,2026-02,Loyer,55500,En retard,3
P005140,U0227,2026-03,Fournisseur,53000,En retard,3
P005141,U0227,2026-04,Remboursement matériel,35500,À temps,0
P005142,U0227,2026-05,Transport,21000,À temps,0
P005143,U0227,2026-06,Fournisseur,23000,À temps,0
P005144,U0228,2025-07,Loyer,14500,À temps,0
P005145,U0228,2025-07,Facture électricité,12000,En retard,18
P005146,U0228,2025-07,Transport,60500,À temps,0
P005147,U0228,2025-08,Facture électricité,29500,À temps,0
P005148,U0228,2025-09,Abonnement internet,52500,À temps,0
P005149,U0228,2025-09,Loyer,61500,À temps,0
P005150,U0228,2025-10,Fournisseur,18000,À temps,0
P005151,U0228,2025-11,Abonnement internet,6500,À temps,0
P005152,U0228,2025-11,Fournisseur,23500,À temps,0
P005153,U0228,2025-12,Loyer,15000,À temps,0
P005154,U0228,2025-12,Fournisseur,50000,À temps,0
P005155,U0228,2026-01,Abonnement internet,39000,À temps,0
P005156,U0228,2026-01,Loyer,36500,En retard,18
P005157,U0228,2026-01,Abonnement internet,31500,À temps,0
P005158,U0228,2026-02,Abonnement internet,15000,À temps,0
P005159,U0228,2026-02,Facture électricité,40000,À temps,0
P005160,U0228,2026-03,Abonnement internet,61500,À temps,0
P005161,U0228,2026-03,Transport,39000,À temps,0
P005162,U0228,2026-04,Abonnement internet,37000,À temps,0
P005163,U0228,2026-04,Transport,28000,À temps,0
P005164,U0228,2026-04,Remboursement matériel,29500,À temps,0
P005165,U0228,2026-05,Transport,20000,À temps,0
P005166,U0228,2026-05,Facture électricité,14000,À temps,0
P005167,U0228,2026-06,Abonnement internet,35000,À temps,0
P005168,U0228,2026-06,Remboursement matériel,61000,À temps,0
P005169,U0229,2025-07,Loyer,13000,Impayé,42
P005170,U0229,2025-07,Remboursement matériel,16000,En retard,6
P005171,U0229,2025-07,Transport,39500,À temps,0
P005172,U0229,2025-08,Transport,32000,À temps,0
P005173,U0229,2025-08,Remboursement matériel,10500,En retard,7
P005174,U0229,2025-09,Transport,32000,À temps,0
P005175,U0229,2025-09,Transport,42000,À temps,0
P005176,U0229,2025-09,Transport,45500,Impayé,56
P005177,U0229,2025-10,Loyer,25000,À temps,0
P005178,U0229,2025-10,Facture électricité,8500,À temps,0
P005179,U0229,2025-10,Transport,5500,À temps,0
P005180,U0229,2025-11,Abonnement internet,64000,À temps,0
P005181,U0229,2025-11,Remboursement matériel,51000,À temps,0
P005182,U0229,2025-12,Remboursement matériel,35000,À temps,0
P005183,U0229,2025-12,Remboursement matériel,40500,En retard,9
P005184,U0229,2026-01,Fournisseur,47500,Impayé,60
P005185,U0229,2026-01,Loyer,24500,À temps,0
P005186,U0229,2026-02,Remboursement matériel,9000,Impayé,42
P005187,U0229,2026-02,Loyer,34000,Impayé,28
P005188,U0229,2026-03,Loyer,36500,À temps,0
P005189,U0229,2026-04,Loyer,44000,En retard,13
P005190,U0229,2026-04,Transport,11000,À temps,0
P005191,U0229,2026-05,Loyer,12000,En retard,13
P005192,U0229,2026-06,Remboursement matériel,60000,À temps,0
P005193,U0230,2025-07,Abonnement internet,35500,À temps,0
P005194,U0230,2025-07,Facture électricité,58000,En retard,18
P005195,U0230,2025-07,Fournisseur,31500,En retard,17
P005196,U0230,2025-08,Transport,12000,Impayé,29
P005197,U0230,2025-08,Fournisseur,55000,À temps,0
P005198,U0230,2025-09,Transport,24000,À temps,0
P005199,U0230,2025-09,Facture électricité,34500,À temps,0
P005200,U0230,2025-10,Transport,29500,À temps,0
P005201,U0230,2025-11,Abonnement internet,63500,En retard,4
P005202,U0230,2025-11,Abonnement internet,37500,Impayé,40
P005203,U0230,2025-12,Remboursement matériel,27000,À temps,0
P005204,U0230,2025-12,Loyer,61500,À temps,0
P005205,U0230,2025-12,Remboursement matériel,14500,À temps,0
P005206,U0230,2026-01,Abonnement internet,37000,En retard,2
P005207,U0230,2026-01,Remboursement matériel,47500,À temps,0
P005208,U0230,2026-02,Fournisseur,16500,À temps,0
P005209,U0230,2026-03,Remboursement matériel,29500,À temps,0
P005210,U0230,2026-03,Facture électricité,28500,Impayé,50
P005211,U0230,2026-04,Transport,42500,En retard,10
P005212,U0230,2026-05,Facture électricité,49000,En retard,4
P005213,U0230,2026-06,Fournisseur,32500,À temps,0
P005214,U0230,2026-06,Remboursement matériel,24000,À temps,0
P005215,U0231,2025-07,Transport,45500,À temps,0
P005216,U0231,2025-08,Fournisseur,6500,En retard,13
P005217,U0231,2025-09,Fournisseur,46000,À temps,0
P005218,U0231,2025-09,Loyer,56000,En retard,11
P005219,U0231,2025-10,Fournisseur,51500,À temps,0
P005220,U0231,2025-10,Facture électricité,26500,À temps,0
P005221,U0231,2025-11,Abonnement internet,15500,En retard,12
P005222,U0231,2025-11,Transport,21000,À temps,0
P005223,U0231,2025-11,Abonnement internet,8000,À temps,0
P005224,U0231,2025-12,Remboursement matériel,59000,En retard,6
P005225,U0231,2025-12,Transport,7500,En retard,13
P005226,U0231,2025-12,Abonnement internet,15500,À temps,0
P005227,U0231,2026-01,Loyer,27000,À temps,0
P005228,U0231,2026-02,Loyer,31000,À temps,0
P005229,U0231,2026-03,Loyer,42500,En retard,16
P005230,U0231,2026-03,Fournisseur,12500,À temps,0
P005231,U0231,2026-03,Transport,52500,À temps,0
P005232,U0231,2026-04,Fournisseur,6500,À temps,0
P005233,U0231,2026-05,Remboursement matériel,25000,À temps,0
P005234,U0231,2026-06,Abonnement internet,57500,À temps,0
P005235,U0232,2025-07,Remboursement matériel,33000,À temps,0
P005236,U0232,2025-08,Loyer,38000,À temps,0
P005237,U0232,2025-08,Abonnement internet,51500,En retard,5
P005238,U0232,2025-09,Loyer,5500,Impayé,38
P005239,U0232,2025-10,Facture électricité,38000,Impayé,42
P005240,U0232,2025-10,Loyer,61000,Impayé,36
P005241,U0232,2025-11,Loyer,55500,À temps,0
P005242,U0232,2025-11,Loyer,19500,Impayé,49
P005243,U0232,2025-12,Remboursement matériel,11000,À temps,0
P005244,U0232,2025-12,Abonnement internet,31500,À temps,0
P005245,U0232,2025-12,Remboursement matériel,59500,Impayé,53
P005246,U0232,2026-01,Fournisseur,22000,Impayé,30
P005247,U0232,2026-01,Remboursement matériel,31000,En retard,2
P005248,U0232,2026-02,Loyer,52000,Impayé,60
P005249,U0232,2026-02,Facture électricité,23000,Impayé,36
P005250,U0232,2026-03,Loyer,39000,En retard,16
P005251,U0232,2026-03,Loyer,56500,À temps,0
P005252,U0232,2026-03,Remboursement matériel,28000,À temps,0
P005253,U0232,2026-04,Loyer,11500,À temps,0
P005254,U0232,2026-05,Transport,18000,Impayé,51
P005255,U0232,2026-05,Transport,63500,Impayé,38
P005256,U0232,2026-06,Facture électricité,12000,À temps,0
P005257,U0233,2025-07,Loyer,41000,À temps,0
P005258,U0233,2025-08,Remboursement matériel,47000,Impayé,21
P005259,U0233,2025-08,Loyer,55000,À temps,0
P005260,U0233,2025-08,Fournisseur,50500,À temps,0
P005261,U0233,2025-09,Remboursement matériel,18500,À temps,0
P005262,U0233,2025-09,Transport,46500,À temps,0
P005263,U0233,2025-10,Remboursement matériel,35000,En retard,10
P005264,U0233,2025-10,Remboursement matériel,50500,À temps,0
P005265,U0233,2025-11,Transport,10000,Impayé,54
P005266,U0233,2025-11,Remboursement matériel,59000,À temps,0
P005267,U0233,2025-12,Fournisseur,6000,À temps,0
P005268,U0233,2025-12,Transport,21500,À temps,0
P005269,U0233,2025-12,Remboursement matériel,7500,Impayé,20
P005270,U0233,2026-01,Fournisseur,18000,À temps,0
P005271,U0233,2026-01,Fournisseur,13000,À temps,0
P005272,U0233,2026-02,Transport,20500,Impayé,25
P005273,U0233,2026-02,Loyer,31000,À temps,0
P005274,U0233,2026-03,Transport,15500,À temps,0
P005275,U0233,2026-04,Remboursement matériel,38500,À temps,0
P005276,U0233,2026-04,Transport,44000,En retard,14
P005277,U0233,2026-05,Loyer,11500,À temps,0
P005278,U0233,2026-06,Facture électricité,13000,À temps,0
P005279,U0233,2026-06,Loyer,50000,À temps,0
P005280,U0233,2026-06,Loyer,7000,À temps,0
P005281,U0234,2025-07,Remboursement matériel,61500,À temps,0
P005282,U0234,2025-08,Transport,64500,À temps,0
P005283,U0234,2025-08,Loyer,48500,À temps,0
P005284,U0234,2025-09,Transport,59000,En retard,3
P005285,U0234,2025-09,Facture électricité,27000,En retard,16
P005286,U0234,2025-10,Abonnement internet,47000,À temps,0
P005287,U0234,2025-10,Fournisseur,12000,À temps,0
P005288,U0234,2025-10,Remboursement matériel,22000,À temps,0
P005289,U0234,2025-11,Abonnement internet,56000,Impayé,37
P005290,U0234,2025-11,Remboursement matériel,25000,En retard,9
P005291,U0234,2025-12,Fournisseur,28000,À temps,0
P005292,U0234,2026-01,Fournisseur,41000,À temps,0
P005293,U0234,2026-02,Loyer,60500,À temps,0
P005294,U0234,2026-02,Remboursement matériel,17000,À temps,0
P005295,U0234,2026-02,Remboursement matériel,60500,Impayé,57
P005296,U0234,2026-03,Loyer,56500,À temps,0
P005297,U0234,2026-03,Facture électricité,50500,À temps,0
P005298,U0234,2026-03,Facture électricité,55000,À temps,0
P005299,U0234,2026-04,Remboursement matériel,54000,À temps,0
P005300,U0234,2026-04,Loyer,9000,À temps,0
P005301,U0234,2026-05,Fournisseur,56000,À temps,0
P005302,U0234,2026-05,Remboursement matériel,12000,Impayé,37
P005303,U0234,2026-06,Abonnement internet,31000,À temps,0
P005304,U0234,2026-06,Fournisseur,40000,À temps,0
P005305,U0235,2025-07,Remboursement matériel,19500,À temps,0
P005306,U0235,2025-07,Facture électricité,26000,À temps,0
P005307,U0235,2025-08,Abonnement internet,24500,À temps,0
P005308,U0235,2025-08,Transport,18000,À temps,0
P005309,U0235,2025-09,Remboursement matériel,61500,À temps,0
P005310,U0235,2025-09,Facture électricité,46500,À temps,0
P005311,U0235,2025-09,Abonnement internet,13000,À temps,0
P005312,U0235,2025-10,Facture électricité,60500,Impayé,21
P005313,U0235,2025-10,Abonnement internet,5500,À temps,0
P005314,U0235,2025-11,Abonnement internet,16000,En retard,12
P005315,U0235,2025-11,Transport,38000,À temps,0
P005316,U0235,2025-12,Remboursement matériel,48500,À temps,0
P005317,U0235,2026-01,Remboursement matériel,11500,À temps,0
P005318,U0235,2026-01,Abonnement internet,56000,À temps,0
P005319,U0235,2026-02,Facture électricité,42500,À temps,0
P005320,U0235,2026-03,Remboursement matériel,55000,À temps,0
P005321,U0235,2026-03,Facture électricité,38000,À temps,0
P005322,U0235,2026-04,Transport,54000,Impayé,37
P005323,U0235,2026-05,Remboursement matériel,26000,Impayé,46
P005324,U0235,2026-05,Facture électricité,12500,À temps,0
P005325,U0235,2026-06,Fournisseur,9500,En retard,11
P005326,U0235,2026-06,Remboursement matériel,46500,À temps,0
P005327,U0236,2025-07,Facture électricité,37500,À temps,0
P005328,U0236,2025-08,Facture électricité,49500,À temps,0
P005329,U0236,2025-08,Remboursement matériel,53500,À temps,0
P005330,U0236,2025-09,Facture électricité,30500,En retard,18
P005331,U0236,2025-09,Transport,8000,En retard,4
P005332,U0236,2025-10,Loyer,16500,À temps,0
P005333,U0236,2025-10,Transport,62000,À temps,0
P005334,U0236,2025-11,Fournisseur,64000,À temps,0
P005335,U0236,2025-11,Loyer,30500,À temps,0
P005336,U0236,2025-11,Remboursement matériel,13000,À temps,0
P005337,U0236,2025-12,Facture électricité,21500,En retard,7
P005338,U0236,2025-12,Abonnement internet,37500,En retard,3
P005339,U0236,2026-01,Transport,46000,À temps,0
P005340,U0236,2026-01,Fournisseur,9500,En retard,3
