id_revenu,id_utilisateur,mois,source_revenu,montant_revenu,canal_reception,revenu_recurrent
R002763,U0226,2025-09,Livraisons,29947,Mobile money,Non
R002764,U0226,2025-10,Livraisons,162202,Mobile money,Oui
R002765,U0226,2025-10,Livraisons,38768,Cash,Oui
R002766,U0226,2025-11,Bonus plateforme,119947,Virement,Oui
R002767,U0226,2025-11,Livraisons,100609,Mobile money,Oui
R002768,U0226,2025-12,Livraisons,36364,Mobile money,Non
R002769,U0226,2026-01,Course directe,63932,Virement,Non
R002770,U0226,2026-01,Livraisons,140000,Mobile money,Non
R002771,U0226,2026-01,Livraisons,149370,Cash,Non
R002772,U0226,2026-02,Course directe,182979,Cash,Oui
R002773,U0226,2026-02,Bonus plateforme,130000,Virement,Non
R002774,U0226,2026-03,Livraisons,56000,Mobile money,Non
R002775,U0226,2026-04,Course directe,37612,Cash,Non
R002776,U0226,2026-05,Livraisons,87315,Mobile money,Non
R002777,U0226,2026-06,Livraisons,106000,Mobile money,Oui
R002778,U0227,2025-07,Prestation,76141,Mobile money,Non
R002779,U0227,2025-08,Service client,256141,Virement,Non
R002780,U0227,2025-08,Maintenance,209234,Mobile money,Oui
R002781,U0227,2025-10,Maintenance,277612,Mobile money,Non
R002782,U0227,2025-10,Prestation,53822,Mobile money,Oui
R002783,U0227,2025-11,Service client,186599,Cash,Non
R002784,U0227,2025-11,Maintenance,51700,Cash,Oui
R002785,U0227,2025-12,Service client,208553,Cash,Non
R002786,U0227,2025-12,Maintenance,214121,Virement,Non
R002787,U0227,2026-02,Maintenance,201000,Mobile money,Oui
R002788,U0227,2026-02,Service client,158685,Mobile money,Oui
R002789,U0227,2026-03,Maintenance,73000,Cash,Oui
R002790,U0227,2026-05,Service client,242849,Mobile money,Non
R002791,U0227,2026-05,Service client,185844,Mobile money,Oui
R002792,U0227,2026-06,Service client,244361,Virement,Oui
R002793,U0227,2026-06,Service client,228636,Mobile money,Oui
R002794,U0227,2026-06,Prestation,230895,Mobile money,Oui
R002795,U0228,2025-07,Prestation,172117,Mobile money,Oui
R002796,U0228,2025-07,Prestation,76896,Virement,Non
R002797,U0228,2025-09,Maintenance,140466,Virement,Oui
R002798,U0228,2025-09,Prestation,215405,Mobile money,Non
R002799,U0228,2025-11,Service client,231000,Mobile money,Oui
R002800,U0228,2026-01,Service client,52000,Virement,Oui
R002801,U0228,2026-03,Maintenance,125000,Cash,Oui
R002802,U0228,2026-03,Maintenance,103397,Cash,Non
R002803,U0228,2026-03,Service client,141257,Mobile money,Oui
R002804,U0228,2026-05,Prestation,216000,Mobile money,Oui
R002805,U0228,2026-06,Prestation,103187,Virement,Oui
R002806,U0229,2025-07,Mission freelance,152285,Mobile money,Non
R002807,U0229,2025-07,Mission freelance,68645,Mobile money,Non
R002808,U0229,2025-07,Prestation digitale,69258,Mobile money,Oui
R002809,U0229,2025-09,Contrat ponctuel,140657,Virement,Oui
R002810,U0229,2025-10,Contrat ponctuel,177000,Cash,Non
R002811,U0229,2025-11,Prestation digitale,276100,Mobile money,Oui
R002812,U0229,2025-12,Mission freelance,234242,Cash,Oui
R002813,U0229,2026-06,Mission freelance,255000,Cash,Oui
R002814,U0230,2025-07,Commande client,275493,Mobile money,Non
R002815,U0230,2025-09,Service local,327412,Mobile money,Non
R002816,U0230,2025-09,Vente boutique,211959,Mobile money,Oui
R002817,U0230,2025-10,Commande client,229000,Cash,Non
R002818,U0230,2025-10,Commande client,236098,Mobile money,Oui
R002819,U0230,2025-11,Commande client,236000,Mobile money,Non
R002820,U0230,2025-11,Service local,326100,Mobile money,Non
R002821,U0230,2025-12,Vente boutique,247000,Cash,Oui
R002822,U0230,2025-12,Vente boutique,58799,Cash,Non
R002823,U0230,2026-01,Service local,282601,Mobile money,Non
R002824,U0230,2026-01,Commande client,137766,Virement,Oui
R002825,U0230,2026-02,Commande client,107370,Mobile money,Non
R002826,U0230,2026-03,Vente boutique,174000,Mobile money,Non
R002827,U0230,2026-03,Commande client,100794,Mobile money,Oui
R002828,U0230,2026-04,Vente boutique,107272,Mobile money,Non
R002829,U0230,2026-04,Vente boutique,232000,Mobile money,Oui
R002830,U0230,2026-05,Vente boutique,90833,Mobile money,Oui
R002831,U0230,2026-06,Vente boutique,225953,Mobile money,Non
R002832,U0230,2026-06,Vente boutique,62262,Mobile money,Oui
R002833,U0231,2025-07,Petit commerce,64006,Virement,Oui
R002834,U0231,2025-07,Salaire partiel,102112,Mobile money,Oui
R002835,U0231,2025-09,Mission ponctuelle,37181,Mobile money,Non
R002836,U0231,2025-10,Salaire partiel,135221,Mobile money,Non
R002837,U0231,2025-12,Petit commerce,92108,Mobile money,Oui
R002838,U0231,2025-12,Salaire partiel,123000,Cash,Non
R002839,U0231,2026-02,Petit commerce,114743,Cash,Oui
R002840,U0231,2026-02,Mission ponctuelle,127000,Mobile money,Oui
R002841,U0231,2026-02,Mission ponctuelle,50258,Mobile money,Oui
R002842,U0231,2026-03,Mission ponctuelle,36590,Cash,Oui
R002843,U0231,2026-05,Mission ponctuelle,64112,Mobile money,Non
R002844,U0231,2026-05,Salaire partiel,51629,Mobile money,Oui
R002845,U0232,2025-07,Commande client,100910,Mobile money,Oui
R002846,U0232,2025-08,Vente boutique,120908,Cash,Non
R002847,U0232,2025-10,Service local,241625,Mobile money,Non
R002848,U0232,2025-11,Vente boutique,165814,Mobile money,Non
R002849,U0232,2025-11,Service local,202000,Mobile money,Oui
R002850,U0232,2025-12,Vente boutique,224749,Cash,Non
R002851,U0232,2026-01,Vente boutique,243824,Virement,Oui
R002852,U0232,2026-04,Vente boutique,143132,Cash,Non
R002853,U0232,2026-05,Commande client,159659,Cash,Non
R002854,U0233,2025-07,Commande WhatsApp,223855,Mobile money,Oui
R002855,U0233,2025-08,Commande WhatsApp,211450,Cash,Non
R002856,U0233,2025-08,Vente en ligne,64296,Virement,Oui
R002857,U0233,2025-09,Vente en ligne,39637,Virement,Non
R002858,U0233,2025-10,Vente en ligne,120145,Mobile money,Non
R002859,U0233,2025-10,Commande WhatsApp,84852,Cash,Oui
R002860,U0233,2025-11,Commande WhatsApp,216465,Cash,Non
R002861,U0233,2025-12,Vente en ligne,203879,Mobile money,Non
R002862,U0233,2025-12,Commande WhatsApp,67961,Mobile money,Non
R002863,U0233,2026-02,Vente en ligne,42000,Cash,Non
R002864,U0233,2026-02,Vente en ligne,143645,Cash,Non
R002865,U0233,2026-03,Vente en ligne,87000,Virement,Non
R002866,U0233,2026-03,Commande WhatsApp,84157,Cash,Non
R002867,U0233,2026-03,Vente en ligne,226224,Cash,Non
R002868,U0233,2026-04,Marketplace,148892,Virement,Oui
R002869,U0233,2026-05,Commande WhatsApp,227990,Virement,Non
R002870,U0234,2025-07,Course directe,169984,Mobile money,Oui
R002871,U0234,2025-09,Course directe,32775,Mobile money,Oui
R002872,U0234,2025-09,Livraisons,46621,Cash,Oui
R002873,U0234,2026-01,Bonus plateforme,150027,Mobile money,Oui
R002874,U0234,2026-01,Livraisons,90327,Cash,Non
R002875,U0234,2026-02,Livraisons,65142,Mobile money,Non
R002876,U0234,2026-02,Course directe,85546,Cash,Oui
R002877,U0234,2026-03,Course directe,139617,Mobile money,Oui
R002878,U0234,2026-03,Livraisons,41000,Cash,Non
R002879,U0234,2026-03,Bonus plateforme,114000,Mobile money,Non
R002880,U0234,2026-04,Course directe,72257,Mobile money,Non
R002881,U0234,2026-04,Livraisons,62000,Mobile money,Non
R002882,U0234,2026-04,Course directe,176887,Cash,Oui
R002883,U0234,2026-05,Livraisons,77663,Mobile money,Oui
R002884,U0234,2026-06,Bonus plateforme,120000,Cash,Non
R002885,U0234,2026-06,Course directe,26529,Mobile money,Oui
R002886,U0235,2025-09,Vente boutique,82115,Virement,Non
R002887,U0235,2025-12,Service local,112207,Cash,Non
R002888,U0235,2025-12,Service local,171000,Virement,Oui
R002889,U0235,2025-12,Commande client,263000,Cash,Non
R002890,U0235,2026-01,Service local,91000,Mobile money,Non
R002891,U0235,2026-01,Service local,317000,Cash,Non
R002892,U0235,2026-02,Vente boutique,128000,Mobile money,Non
R002893,U0235,2026-04,Commande client,301000,Mobile money,Non
R002894,U0236,2025-07,Prestation digitale,199340,Virement,Non
R002895,U0236,2025-07,Mission freelance,157608,Mobile money,Non
R002896,U0236,2025-08,Mission freelance,141000,Virement,Oui
R002897,U0236,2025-08,Contrat ponctuel,57450,Mobile money,Non
R002898,U0236,2025-11,Mission freelance,53000,Mobile money,Oui
R002899,U0236,2025-11,Prestation digitale,122944,Mobile money,Non
R002900,U0236,2025-12,Prestation digitale,67000,Cash,Non
R002901,U0236,2026-01,Mission freelance,81104,Cash,Non
R002902,U0236,2026-02,Contrat ponctuel,60000,Mobile money,Non
R002903,U0236,2026-03,Mission freelance,140000,Cash,Non
R002904,U0236,2026-05,Contrat ponctuel,248786,Mobile money,Non
R002905,U0237,2025-08,Commande client,262511,Cash,Oui
R002906,U0237,2025-09,Vente boutique,78000,Cash,Non
R002907,U0237,2025-10,Service local,404396,Mobile money,Non
R002908,U0237,2025-12,Commande client,320340,Mobile money,Non
R002909,U0237,2026-01,Service local,115203,Virement,Oui
R002910,U0237,2026-01,Commande client,200210,Cash,Non
R002911,U0237,2026-01,Service local,342525,Mobile money,Oui
R002912,U0237,2026-02,Service local,100956,Mobile money,Non
R002913,U0237,2026-02,Commande client,345370,Mobile money,Oui
R002914,U0237,2026-03,Service local,266666,Virement,Non
R002915,U0237,2026-03,Vente boutique,343000,Cash,Oui
R002916,U0237,2026-04,Vente boutique,144551,Mobile money,Non
R002917,U0237,2026-04,Commande client,191000,Mobile money,Oui
R002918,U0238,2025-07,Prestation digitale,121000,Mobile money,Non
R002919,U0238,2025-10,Mission freelance,80000,Mobile money,Non
R002920,U0238,2025-10,Mission freelance,126000,Virement,Oui
R002921,U0238,2025-10,Prestation digitale,244799,Mobile money,Non
R002922,U0238,2025-11,Contrat ponctuel,152000,Mobile money,Oui
R002923,U0238,2026-04,Prestation digitale,208000,Cash,Oui
R002924,U0239,2025-07,Vente boutique,120776,Mobile money,Oui
R002925,U0239,2025-08,Vente boutique,191961,Virement,Oui
R002926,U0239,2025-08,Service local,340098,Mobile money,Non
R002927,U0239,2025-09,Service local,181676,Mobile money,Non
R002928,U0239,2025-10,Commande client,238067,Virement,Non
R002929,U0239,2025-10,Service local,93959,Mobile money,Non
R002930,U0239,2025-11,Commande client,344271,Cash,Oui
R002931,U0239,2025-12,Commande client,77904,Cash,Non
R002932,U0239,2025-12,Service local,245963,Cash,Non
R002933,U0239,2026-01,Service local,404194,Mobile money,Non
R002934,U0239,2026-02,Commande client,311293,Mobile money,Non
R002935,U0239,2026-02,Vente boutique,289554,Cash,Oui
R002936,U0239,2026-03,Service local,174057,Mobile money,Oui
R002937,U0239,2026-03,Commande client,315783,Virement,Non
R002938,U0239,2026-04,Service local,141982,Cash,Non
R002939,U0239,2026-05,Service local,218870,Mobile money,Non
R002940,U0239,2026-05,Vente boutique,169142,Mobile money,Non
R002941,U0239,2026-06,Service local,84279,Cash,Non
R002942,U0240,2025-08,Contrat ponctuel,125698,Virement,Non
R002943,U0240,2025-08,Contrat ponctuel,248000,Cash,Oui
R002944,U0240,2025-09,Prestation digitale,63224,Mobile money,Oui
R002945,U0240,2025-12,Prestation digitale,84666,Mobile money,Oui
R002946,U0240,2026-01,Mission freelance,234000,Cash,Non
R002947,U0240,2026-01,Mission freelance,193090,Mobile money,Non
R002948,U0240,2026-03,Contrat ponctuel,222000,Virement,Non
R002949,U0240,2026-04,Mission freelance,128697,Mobile money,Oui
R002950,U0240,2026-05,Mission freelance,103833,Mobile money,Non
R002951,U0240,2026-06,Prestation digitale,74565,Mobile money,Oui
R002952,U0240,2026-06,Mission freelance,199000,Cash,Non
R002953,U0240,2026-06,Prestation digitale,71000,Virement,Non
R002954,U0241,2025-07,Mission ponctuelle,52440,Mobile money,Oui
R002955,U0241,2025-07,Petit commerce,26566,Cash,Non
R002956,U0241,2025-07,Mission ponctuelle,112305,Mobile money,Non
R002957,U0241,2025-08,Petit commerce,130417,Cash,Oui
R002958,U0241,2025-09,Salaire partiel,83491,Mobile money,Oui
R002959,U0241,2025-09,Mission ponctuelle,84110,Mobile money,Oui
R002960,U0241,2025-10,Petit commerce,110343,Cash,Oui
R002961,U0241,2025-11,Salaire partiel,152000,Cash,Oui
R002962,U0241,2025-12,Petit commerce,161688,Mobile money,Oui
R002963,U0241,2026-01,Mission ponctuelle,118787,Mobile money,Non
R002964,U0241,2026-02,Mission ponctuelle,53546,Mobile money,Non
R002965,U0241,2026-02,Mission ponctuelle,178286,Mobile money,Oui
R002966,U0241,2026-03,Salaire partiel,107410,Mobile money,Oui
R002967,U0241,2026-03,Petit commerce,188618,Cash,Oui
R002968,U0241,2026-04,Salaire partiel,112000,Virement,Oui
R002969,U0241,2026-04,Petit commerce,167055,Mobile money,Oui
R002970,U0241,2026-05,Petit commerce,42551,Mobile money,Non
R002971,U0241,2026-05,Salaire partiel,134777,Cash,Oui
R002972,U0241,2026-06,Salaire partiel,76227,Mobile money,Oui
R002973,U0242,2025-09,Vente en ligne,30000,Mobile money,Oui
R002974,U0242,2025-09,Commande WhatsApp,129926,Virement,Oui
R002975,U0242,2025-09,Vente en ligne,180056,Mobile money,Oui
R002976,U0242,2025-11,Commande WhatsApp,202000,Cash,Non
R002977,U0242,2025-11,Commande WhatsApp,58000,Mobile money,Non
R002978,U0242,2025-12,Commande WhatsApp,28129,Mobile money,Non
R002979,U0242,2025-12,Commande WhatsApp,164000,Virement,Oui
R002980,U0242,2026-01,Vente en ligne,110077,Mobile money,Oui
R002981,U0242,2026-01,Marketplace,177100,Mobile money,Non
R002982,U0242,2026-01,Marketplace,161895,Mobile money,Oui
R002983,U0242,2026-02,Commande WhatsApp,219000,Cash,Oui
R002984,U0242,2026-02,Commande WhatsApp,200405,Virement,Oui
R002985,U0242,2026-03,Marketplace,105269,Cash,Non
R002986,U0242,2026-04,Marketplace,164000,Mobile money,Oui
R002987,U0242,2026-05,Commande WhatsApp,108935,Mobile money,Non
R002988,U0242,2026-06,Vente en ligne,140005,Virement,Oui
R002989,U0243,2025-07,Vente en ligne,47360,Cash,Non
R002990,U0243,2025-07,Commande WhatsApp,216286,Virement,Oui
R002991,U0243,2025-08,Vente en ligne,221435,Cash,Non
R002992,U0243,2025-09,Marketplace,161044,Virement,Oui
R002993,U0243,2025-09,Vente en ligne,178160,Mobile money,Non
R002994,U0243,2025-10,Commande WhatsApp,25734,Mobile money,Oui
R002995,U0243,2025-10,Marketplace,84706,Virement,Oui
R002996,U0243,2025-11,Vente en ligne,203377,Cash,Oui
R002997,U0243,2025-12,Marketplace,119000,Cash,Non
R002998,U0243,2026-02,Commande WhatsApp,59764,Mobile money,Oui
R002999,U0243,2026-05,Commande WhatsApp,205000,Mobile money,Oui
R003000,U0244,2025-11,Marketplace,104381,Cash,Oui
R003001,U0244,2025-12,Marketplace,78662,Mobile money,Oui
R003002,U0244,2026-01,Commande WhatsApp,106914,Mobile money,Non
R003003,U0244,2026-03,Vente en ligne,126000,Cash,Non
R003004,U0244,2026-03,Commande WhatsApp,59000,Mobile money,Non
R003005,U0244,2026-04,Marketplace,107908,Cash,Oui
R003006,U0244,2026-05,Vente en ligne,63562,Mobile money,Non
R003007,U0244,2026-05,Commande WhatsApp,115156,Mobile money,Oui
R003008,U0244,2026-05,Vente en ligne,104312,Cash,Oui
R003009,U0245,2025-07,Commande client,64134,Mobile money,Non
R003010,U0245,2025-07,Service local,362983,Mobile money,Oui
R003011,U0245,2025-07,Vente boutique,215737,Mobile money,Oui
R003012,U0245,2025-08,Service local,232000,Mobile money,Non
R003013,U0245,2025-09,Commande client,239339,Mobile money,Oui
R003014,U0245,2025-09,Service local,254640,Mobile money,Oui
R003015,U0245,2025-10,Commande client,87504,Mobile money,Non
R003016,U0245,2025-11,Commande client,84091,Virement,Non
R003017,U0245,2025-12,Vente boutique,264461,Mobile money,Oui
R003018,U0245,2026-01,Commande client,210979,Mobile money,Oui
R003019,U0245,2026-02,Commande client,201646,Cash,Non
R003020,U0245,2026-03,Service local,252645,Mobile money,Oui
R003021,U0245,2026-03,Vente boutique,262701,Mobile money,Non
R003022,U0245,2026-03,Service local,125398,Mobile money,Oui
R003023,U0245,2026-04,Vente boutique,261927,Mobile money,Oui
R003024,U0245,2026-04,Commande client,364354,Cash,Oui
R003025,U0245,2026-04,Vente boutique,184622,Mobile money,Non
R003026,U0245,2026-05,Vente boutique,263831,Cash,Non
R003027,U0245,2026-06,Vente boutique,68667,Mobile money,Non
R003028,U0246,2025-07,Mission freelance,240443,Cash,Oui
R003029,U0246,2025-07,Prestation digitale,58000,Mobile money,Non
R003030,U0246,2025-07,Contrat ponctuel,112419,Cash,Oui
R003031,U0246,2025-08,Prestation digitale,80001,Mobile money,Oui
R003032,U0246,2025-08,Mission freelance,120468,Mobile money,Non
R003033,U0246,2025-09,Mission freelance,132361,Mobile money,Non
R003034,U0246,2025-10,Prestation digitale,292123,Mobile money,Oui
R003035,U0246,2025-12,Contrat ponctuel,125000,Cash,Non
R003036,U0246,2025-12,Contrat ponctuel,184180,Mobile money,Oui
R003037,U0246,2026-01,Mission freelance,199511,Virement,Non
R003038,U0246,2026-02,Mission freelance,246000,Cash,Oui
R003039,U0246,2026-02,Contrat ponctuel,96000,Cash,Non
R003040,U0246,2026-05,Prestation digitale,191732,Mobile money,Oui
R003041,U0246,2026-06,Mission freelance,158459,Virement,Oui
R003042,U0247,2025-12,Contrat ponctuel,59480,Cash,Oui
R003043,U0247,2026-02,Prestation digitale,60000,Cash,Non
R003044,U0247,2026-04,Mission freelance,170000,Mobile money,Non
R003045,U0247,2026-05,Contrat ponctuel,58216,Virement,Oui
R003046,U0247,2026-06,Contrat ponctuel,224000,Virement,Oui
R003047,U0247,2026-06,Contrat ponctuel,63260,Cash,Non
R003048,U0248,2025-07,Mission freelance,236846,Mobile money,Non
R003049,U0248,2025-07,Prestation digitale,98663,Mobile money,Oui
R003050,U0248,2025-07,Mission freelance,129607,Cash,Oui
R003051,U0248,2025-08,Mission freelance,118487,Virement,Non
R003052,U0248,2025-09,Mission freelance,94722,Mobile money,Oui
R003053,U0248,2025-10,Prestation digitale,48129,Cash,Oui
R003054,U0248,2025-11,Mission freelance,102624,Cash,Oui
R003055,U0248,2025-11,Mission freelance,67141,Mobile money,Non
R003056,U0248,2025-12,Contrat ponctuel,45457,Cash,Non
R003057,U0248,2025-12,Mission freelance,67089,Cash,Non
R003058,U0248,2026-01,Prestation digitale,79901,Mobile money,Oui
R003059,U0248,2026-02,Mission freelance,72167,Mobile money,Oui
R003060,U0248,2026-03,Mission freelance,153855,Cash,Oui
R003061,U0248,2026-04,Mission freelance,198730,Virement,Oui
R003062,U0248,2026-05,Prestation digitale,72351,Mobile money,Non
R003063,U0248,2026-05,Mission freelance,127850,Mobile money,Oui
R003064,U0248,2026-06,Mission freelance,263003,Cash,Oui
R003065,U0249,2025-08,Prestation digitale,52398,Virement,Oui
R003066,U0249,2025-11,Mission freelance,59789,Mobile money,Oui
R003067,U0249,2025-11,Contrat ponctuel,244878,Mobile money,Oui
R003068,U0249,2026-02,Prestation digitale,249000,Cash,Non
R003069,U0249,2026-03,Mission freelance,55614,Virement,Oui
R003070,U0249,2026-04,Contrat ponctuel,93000,Mobile money,Non
R003071,U0249,2026-04,Contrat ponctuel,317483,Virement,Non
R003072,U0249,2026-06,Prestation digitale,85076,Cash,Non
R003073,U0250,2025-07,Commande WhatsApp,204324,Mobile money,Non
R003074,U0250,2025-07,Vente en ligne,49000,Mobile money,Non
R003075,U0250,2025-08,Marketplace,103000,Virement,Oui
R003076,U0250,2025-09,Vente en ligne,42255,Cash,Non
R003077,U0250,2025-09,Vente en ligne,112361,Virement,Oui
R003078,U0250,2025-09,Commande WhatsApp,59386,Virement,Non
R003079,U0250,2025-11,Commande WhatsApp,112416,Mobile money,Non
R003080,U0250,2025-12,Vente en ligne,68916,Mobile money,Oui
R003081,U0250,2026-01,Vente en ligne,247567,Mobile money,Oui
R003082,U0250,2026-02,Commande WhatsApp,207372,Virement,Oui
